Epoch 1 Loss 0.095 time 3.33
Epoch 2 Loss -0.111 time 2.95
Epoch 3 Loss -0.179 time 3.40
Epoch 4 Loss -0.233 time 3.64
Epoch 5 Loss -0.270 time 4.05
Epoch 1 Loss 0.440 time 4.94
Epoch 2 Loss 0.019 time 3.44
Epoch 3 Loss -0.142 time 3.73
Epoch 4 Loss -0.270 time 3.69
Epoch 5 Loss -0.343 time 4.36
Epoch 1 Loss 0.457 time 4.89
Epoch 2 Loss 0.037 time 4.03
Epoch 3 Loss -0.118 time 4.31
Epoch 4 Loss -0.246 time 3.57
Epoch 5 Loss -0.341 time 3.57
Epoch 1 Loss 0.438 time 4.95
Epoch 2 Loss 0.023 time 4.61
Epoch 3 Loss -0.124 time 3.96
Epoch 4 Loss -0.233 time 4.61
Epoch 5 Loss -0.352 time 4.65
Epoch 1 Loss 0.435 time 4.30
Epoch 2 Loss 0.036 time 4.52
Epoch 3 Loss -0.139 time 4.55
Epoch 4 Loss -0.252 time 4.52
Epoch 5 Loss -0.351 time 4.40
Epoch 1 Loss 0.438 time 4.33
Epoch 2 Loss 0.029 time 3.30
Epoch 3 Loss -0.145 time 3.85
Epoch 4 Loss -0.256 time 3.27
Epoch 5 Loss -0.357 time 3.62
Epoch 1 Loss 0.443 time 4.91
Epoch 2 Loss 0.035 time 4.22
Epoch 3 Loss -0.132 time 4.33
Epoch 4 Loss -0.261 time 4.03
Epoch 5 Loss -0.342 time 3.23
Epoch 6 Loss -0.430 time 3.87
Epoch 7 Loss -0.500 time 3.18
Epoch 8 Loss -0.554 time 3.17
Epoch 9 Loss -0.615 time 4.61
Epoch 10 Loss -0.669 time 3.92
Epoch 11 Loss -0.696 time 3.92
Epoch 12 Loss -0.746 time 3.20
Epoch 13 Loss -0.765 time 3.18
Epoch 14 Loss -0.815 time 3.18
Epoch 15 Loss -0.848 time 3.18
Epoch 16 Loss -0.876 time 3.18
Epoch 17 Loss -0.906 time 3.94
Epoch 18 Loss -0.919 time 4.23
Epoch 19 Loss -0.964 time 3.33
Epoch 20 Loss -0.975 time 3.17
Epoch 21 Loss -1.000 time 3.16
Epoch 22 Loss -1.013 time 3.18
Epoch 23 Loss -1.038 time 3.18
Epoch 24 Loss -1.061 time 3.37
Epoch 25 Loss -1.070 time 3.95
Epoch 26 Loss -1.077 time 3.39
Epoch 27 Loss -1.109 time 3.20
Epoch 28 Loss -1.122 time 3.21
Epoch 29 Loss -1.137 time 3.35
Epoch 30 Loss -1.162 time 3.81
Epoch 31 Loss -1.166 time 3.20
Epoch 32 Loss -1.187 time 3.30
Epoch 33 Loss -1.195 time 3.21
Epoch 34 Loss -1.204 time 3.29
Epoch 35 Loss -1.220 time 3.96
Epoch 36 Loss -1.231 time 4.44
Epoch 37 Loss -1.246 time 3.19
Epoch 38 Loss -1.252 time 3.72
Epoch 39 Loss -1.277 time 3.21
Epoch 40 Loss -1.258 time 3.51
Epoch 41 Loss -1.271 time 3.20
Epoch 42 Loss -1.300 time 3.19
Epoch 43 Loss -1.304 time 3.19
Epoch 44 Loss -1.307 time 4.40
Epoch 45 Loss -1.320 time 4.65
Epoch 46 Loss -1.331 time 4.63
Epoch 47 Loss -1.337 time 3.85
Epoch 48 Loss -1.355 time 3.29
Epoch 49 Loss -1.349 time 3.20
Epoch 50 Loss -1.353 time 3.19
Epoch 51 Loss -1.362 time 3.20
Epoch 52 Loss -1.378 time 4.50
Epoch 53 Loss -1.371 time 4.56
Epoch 54 Loss -1.382 time 4.60
Epoch 55 Loss -1.397 time 4.63
Epoch 56 Loss -1.393 time 4.17
Epoch 57 Loss -1.403 time 4.53
Epoch 58 Loss -1.408 time 4.13
Epoch 59 Loss -1.421 time 4.27
Epoch 60 Loss -1.416 time 3.20
Epoch 61 Loss -1.427 time 3.19
Epoch 62 Loss -1.430 time 3.19
Epoch 63 Loss -1.439 time 3.51
Epoch 64 Loss -1.444 time 4.04
Epoch 65 Loss -1.447 time 3.51
Epoch 66 Loss -1.451 time 3.21
Epoch 67 Loss -1.463 time 3.32
Epoch 68 Loss -1.468 time 3.19
Epoch 69 Loss -1.456 time 3.18
Epoch 70 Loss -1.473 time 3.19
Epoch 71 Loss -1.477 time 3.50
Epoch 72 Loss -1.478 time 4.53
Epoch 73 Loss -1.488 time 4.00
Epoch 74 Loss -1.486 time 3.29
Epoch 75 Loss -1.495 time 3.21
Epoch 76 Loss -1.511 time 3.21
Epoch 77 Loss -1.510 time 3.60
Epoch 78 Loss -1.521 time 4.34
Epoch 79 Loss -1.490 time 3.58
Epoch 80 Loss -1.513 time 3.22
Epoch 81 Loss -1.517 time 3.20
Epoch 82 Loss -1.524 time 3.19
Epoch 83 Loss -1.529 time 3.19
Epoch 84 Loss -1.534 time 3.19
Epoch 85 Loss -1.534 time 3.36
Epoch 86 Loss -1.537 time 4.21
Epoch 87 Loss -1.556 time 3.47
Epoch 88 Loss -1.536 time 3.21
Epoch 89 Loss -1.539 time 3.47
Epoch 90 Loss -1.553 time 3.27
Epoch 91 Loss -1.559 time 3.21
Epoch 92 Loss -1.556 time 3.20
Epoch 93 Loss -1.559 time 3.70
Epoch 94 Loss -1.564 time 3.20
Epoch 95 Loss -1.545 time 3.19
Epoch 96 Loss -1.575 time 3.44
Epoch 97 Loss -1.574 time 3.21
Epoch 98 Loss -1.582 time 3.24
Epoch 99 Loss -1.576 time 3.28
Epoch 100 Loss -1.588 time 3.93
